file,line,column,function,value,context,interpretation
python/ecsp_reactive/condensed/tensor_math.py,137,18,conservative,0,"rho=P[...,0];U=P*rho[...,None]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,139,80,conservative,1,"return torch.cat((rho[...,None],U[...,1:3],energy[...,None],U[...,4:]),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,157,35,rates,1,"return torch.stack(values,-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,160,18,chemistry,0,"rho=U[...,0];alpha=U[...,4:6]/rho[...,None];rates=self.rates(U,T)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,167,66,chemistry,1.45,"maximum=torch.minimum(torch.clamp(salt-self.floor,min=0.)/1.45,torch.clamp(available[...,9],min=0.))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,168,35,chemistry,0,"scale=torch.where(proposed>0,torch.minimum(torch.ones_like(rho),maximum/torch.clamp(proposed,min=1e-300)),torch.ones_like(rho))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,175,78,chemistry,1,"-1.45*extent,-1.45*extent,zero,-extent,2*extent,zero),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,183,36,thermal,3,"P=self.primitive(U);T=P[...,3];cp=interp(T,self.heat_grid,self.heat_values)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,193,51,step_size,3,"P,cp,k,q,loss,diag=self.thermal(U);T=P[...,3];s=self.s",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,207,64,step_size,0,"has_stock=(.5*(U[...,6]+U[...,7])>self.floor)&(U[...,9]>0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,222,26,_pad,2,normal=1 if axis==2 else 2,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,229,32,_trace,0,"scale=torch.where(scale>0,scale,torch.ones_like(scale))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,238,36,_trace,0,weights=weights/weights.sum(0),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,239,92,_trace,6,return weights[0]*(2*a-7*b+11*c)/6+weights[1]*(-b+5*c+2*d)/6+weights[2]*(2*c+5*d-e)/6,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,247,49,reconstruct,2,"left=torch.where(fallback[...,None],vals[2],left)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,248,50,reconstruct,3,"right=torch.where(fallback[...,None],vals[3],right)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,255,14,physical_flux,3,"F[...,3]=F[...,3]+p*P[...,normal]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,295,29,hydro,2,"for axis,normal in ((2,1),(1,2)):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,295,31,hydro,1,"for axis,normal in ((2,1),(1,2)):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,295,35,hydro,1,"for axis,normal in ((2,1),(1,2)):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,295,37,hydro,2,"for axis,normal in ((2,1),(1,2)):",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,319,59,rhs,3,"P,cp,k,qcond,loss,diagonal=self.thermal(U);T=P[...,3]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,326,58,rhs,1,"availability_ok=(available[...,6:10]>=-1e-9).all((1,2,3))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,326,60,rhs,2,"availability_ok=(available[...,6:10]>=-1e-9).all((1,2,3))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,326,62,rhs,3,"availability_ok=(available[...,6:10]>=-1e-9).all((1,2,3))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,329,23,rhs,3,"derivative[...,3]=derivative[...,3]+qcond-loss",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,334,59,rhs,1,"fields=torch.stack((qj,qe,chem[...,3],loss,qcond),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,335,63,rhs,1,"ledger=torch.cat((bound,fields.sum(SPATIAL)*self.vol),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,347,11,trial,0.75,u2=.75*U+.25*(u1safe+d*k1);ok2=self.valid(self.primitive(u2)).all(SPATIAL),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,347,17,trial,0.25,u2=.75*U+.25*(u1safe+d*k1);ok2=self.valid(self.primitive(u2)).all(SPATIAL),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,350,17,trial,3,result=U/3+(2/3)*(u2safe+d*k2),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,351,46,trial,0,"skip=(g0[:,3]>0)&(g1[:,3]>0)&(g2[:,3]>0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,354,75,trial,1,"return result,dt[:,None]*(l0/6+l1/6+2*l2/3),torch.stack((g0,g1,g2),1),f0/6+f1/6+2*f2/3,valid",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,359,52,record,1,"qj,qe,qc,loss,cond=budget[:,NCONS:].unbind(-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,369,21,record,2,"rw=U[...,10]-2*extent",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,374,69,record,1.0,"stock=torch.clamp(U[...,0].amax(SPATIAL)*self.lp0[:,0,0],min=1.)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,378,109,record,1,"reservoir,mass,massrel,energy,energyrel,total,qj,qe,qc,loss,cond,b[:,0],b[:,3],local,salt),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,29,47,interp,1,"xc = torch.clamp(x, min=grid[0], max=grid[-1])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,44,31,conduction_and_diagonal,1,"zc=torch.zeros_like(T[:,:,:1]);zr=torch.zeros_like(T[:,:1,:])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,44,60,conduction_and_diagonal,1,"zc=torch.zeros_like(T[:,:,:1]);zr=torch.zeros_like(T[:,:1,:])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,45,25,conduction_and_diagonal,2,"q=(torch.cat((fx,zc),2)-torch.cat((zc,fx),2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,45,46,conduction_and_diagonal,2,"q=(torch.cat((fx,zc),2)-torch.cat((zc,fx),2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,48,33,conduction_and_diagonal,1,"+torch.cat((ky,zr),1)+torch.cat((zr,ky),1))/dx**2",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,109,70,cold,1,term=lr if self.N==1. else torch.expm1((self.N-1)*lr)/(self.N-1),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,117,27,sensible,0,"h=torch.where(T<=g[0],v[0]*(T-g[0]),h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,117,32,sensible,0,"h=torch.where(T<=g[0],v[0]*(T-g[0]),h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,126,57,temperature,0.0,"root=torch.sqrt(torch.clamp(v[i]**2+2*m[i]*y,min=0.))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,127,15,temperature,2,T=g[i]+2*y/(v[i]+root),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,128,29,temperature,0,"T=torch.where(h<=0,g[0]+h/v[0],T)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,133,16,primitive,3,"e=P[...,3]-.5*(P[...,1]**2+P[...,2]**2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,138,59,conservative,0.5,"energy=rho*(self.cold(rho)+self.sensible(P[...,3])+.5*(P[...,1]**2+P[...,2]**2))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,142,30,valid,0,"p=self.pressure(P[...,0])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,146,42,valid,1,"&(P[...,6:]>=-1e-12).all(-1))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,149,73,progress,0,"return (self.weights[0]*U[...,4]+self.weights[1]*U[...,5])/U[...,0]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,162,40,chemistry,1,"delta=torch.minimum(torch.clamp(1-alpha,min=0.),dt[:,None,None,None]*torch.clamp(rates,max=self.maxrate))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,162,52,chemistry,0.0,"delta=torch.minimum(torch.clamp(1-alpha,min=0.),dt[:,None,None,None]*torch.clamp(rates,max=self.maxrate))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,163,74,chemistry,0.0,"capacity=torch.clamp(available[...,0,None]-available[...,4:6],min=0.)/rho[...,None]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,165,55,chemistry,1,proposed=rho*self.xi*(delta*self.weights).sum(-1),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,167,104,chemistry,0.0,"maximum=torch.minimum(torch.clamp(salt-self.floor,min=0.)/1.45,torch.clamp(available[...,9],min=0.))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,170,35,chemistry,1e-300,"safe_dt=torch.clamp(dt,min=1e-300)[:,None,None]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,172,31,chemistry,1,q=(dalpha*self.Q).sum(-1)/safe_dt,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,175,62,chemistry,2,"-1.45*extent,-1.45*extent,zero,-extent,2*extent,zero),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,180,22,reservoir,0,"return self.Q[0]*(U[...,0]-U[...,4])+self.Q[1]*(U[...,0]-U[...,5])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,180,52,reservoir,1,"return self.Q[0]*(U[...,0]-U[...,4])+self.Q[1]*(U[...,0]-U[...,5])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,194,116,step_size,3,"loss_jac=s.h/self.depth+4*s.emissivity*s.sigma_sb/self.depth*torch.maximum(T,torch.full_like(T,s.ambient))**3",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,196,50,step_size,1e-300,"thermal=s.thermal_cfl/torch.clamp(inv,min=1e-300)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,207,19,step_size,0.5,"has_stock=(.5*(U[...,6]+U[...,7])>self.floor)&(U[...,9]>0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,209,73,step_size,1e-300,"reaction=s.alpha_step/torch.clamp(active_rates.amax((1,2,3)),min=1e-300)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,218,69,_pad,0,"ids=torch.clamp(torch.arange(-3,n+3,device=P.device),min=0,max=n-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,231,37,_trace,0.25,"betas=[13/12*(aa-2*bb+cc)**2+.25*(aa-4*bb+3*cc)**2,",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,232,37,_trace,0.25,"13/12*(bb-2*cc+dd)**2+.25*(bb-dd)**2,",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,233,37,_trace,0.25,13/12*(cc-2*dd+ee)**2+.25*(3*cc-4*dd+ee)**2],원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,234,92,_trace,1,"betas=[torch.cat((b[...,:4],b[...,4:].amax(-1,keepdim=True).expand_as(b[...,4:])), -1) for b in betas]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,237,29,_trace,0.1,"weights=torch.stack((.1*(scale/den[0])**2,.6*(scale/den[1])**2,.3*(scale/den[2])**2))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,237,50,_trace,0.6,"weights=torch.stack((.1*(scale/den[0])**2,.6*(scale/den[1])**2,.3*(scale/den[2])**2))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,237,71,_trace,0.3,"weights=torch.stack((.1*(scale/den[0])**2,.6*(scale/den[1])**2,.3*(scale/den[2])**2))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,239,41,_trace,6,return weights[0]*(2*a-7*b+11*c)/6+weights[1]*(-b+5*c+2*d)/6+weights[2]*(2*c+5*d-e)/6,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,239,67,_trace,6,return weights[0]*(2*a-7*b+11*c)/6+weights[1]*(-b+5*c+2*d)/6+weights[2]*(2*c+5*d-e)/6,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,243,34,reconstruct,1,"vals=[pad.narrow(axis,i,n+1) for i in range(6)]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,243,52,reconstruct,6,"vals=[pad.narrow(axis,i,n+1) for i in range(6)]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,255,23,physical_flux,3,"F[...,3]=F[...,3]+p*P[...,normal]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,260,20,riemann,0,"rl,rr=L[...,0],R[...,0];ul,ur=L[...,normal],R[...,normal]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,260,29,riemann,0,"rl,rr=L[...,0],R[...,0];ul,ur=L[...,normal],R[...,normal]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,266,27,riemann,0,"H=torch.where((sl>=0)[...,None],FL,torch.where((sr<=0)[...,None],FR,H))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,271,22,star,0,"rho=P[...,0];vel=P[...,normal];den=speed-sm",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,272,38,star,1e-100,"safe=torch.where(abs(den)>1e-100,den,torch.full_like(den,1e-100))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,272,69,star,1e-100,"safe=torch.where(abs(den)>1e-100,den,torch.full_like(den,1e-100))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,276,41,star,1e-100,"spden=torch.where(abs(spden)>1e-100,spden,torch.full_like(spden,1e-100))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,276,76,star,1e-100,"spden=torch.where(abs(spden)>1e-100,spden,torch.full_like(spden,1e-100))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,278,18,star,3,"V[...,3]=rho*factor*energy",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,281,57,riemann,0,bad=~torch.isfinite(sm)|~torch.isfinite(ps)|(ps<=0)|~(self.valid(self.primitive(USL))&self.valid(self.primitive(USR))),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,283,32,riemann,0,"result=torch.where((sl>=0)[...,None],FL,torch.where((sr<=0)[...,None],FR,torch.where((sm>=0)[...,None],fsl,fsr)))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,285,21,riemann,0,contact=(ul==0)&(ur==0)&(pl==pr),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,285,29,riemann,0,contact=(ul==0)&(ur==0)&(pl==pr),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,299,25,hydro,2,"if axis==2:F[:,:,-1,:]=F[:,:,0,:]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,305,66,hydro,1,fluxes.append(F);fallback+=fb;star+=sb;faces+=l.shape[1]*l.shape[2],원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,305,77,hydro,2,fluxes.append(F);fallback+=fb;star+=sb;faces+=l.shape[1]*l.shape[2],원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,315,80,hydro,1,"torch.where(skip,0.,star),skip.double()),-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,331,131,rhs,3,"jac=self.s.h/self.depth+4*self.s.emissivity*self.s.sigma_sb/self.depth*torch.maximum(T,torch.full_like(T,self.s.ambient))**3",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,336,115,rhs,1e-15,"ok=availability_ok&electrical_ok&thermal_ok&torch.isfinite(derivative).all((1,2,3))&(cap<=self.allowed_cap+1e-15)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,337,77,rhs,1,"return derivative,ledger,torch.cat((fd,cap[:,None],limiter[:,None]),-1),fields,ok",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,350,20,trial,2,result=U/3+(2/3)*(u2safe+d*k2),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,350,22,trial,3,result=U/3+(2/3)*(u2safe+d*k2),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,351,22,trial,0,"skip=(g0[:,3]>0)&(g1[:,3]>0)&(g2[:,3]>0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,351,34,trial,0,"skip=(g0[:,3]>0)&(g1[:,3]>0)&(g2[:,3]>0)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,352,20,trial,3,"result[...,:3]=torch.where(skip[:,None,None,None],U[...,:3],result[...,:3])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,354,93,trial,3,"return result,dt[:,None]*(l0/6+l1/6+2*l2/3),torch.stack((g0,g1,g2),1),f0/6+f1/6+2*f2/3,valid",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,360,50,record,0,"mass=sums[:,0]-self.initial_sums[:,0]-b[:,0]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,363,70,record,1e-300,"massrel=abs(mass)/torch.clamp(abs(self.initial_sums[:,0]),min=1e-300);energyrel=abs(energy)/scale",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,365,55,record,1,"rb=self.Q.sum()*b[:,0]-self.Q[0]*b[:,4]-self.Q[1]*b[:,5]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,369,17,record,10,"rw=U[...,10]-2*extent",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,370,44,record,1.45,"rs=.5*(U[...,6]+U[...,7])+U[...,11]+1.45*extent-U[...,0]*self.lp0",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,375,37,record,0,"pressure=self.pressure(P[...,0])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,379,181,record,1,valid=(massrel<=self.s.mass_tolerance)&(energyrel<=self.s.energy_tolerance)&(local<=1e-8*stock)&(abs(salt)<=1e-8*stock*self.ny*self.nx*self.vol)&torch.isfinite(record).all(-1),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,31,68,interp,1,return values[i] + (xc-grid[i])*(values[i+1]-values[i])/(grid[i+1]-grid[i]),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,41,38,conduction_and_diagonal,1,"kx,ky = harmonic(k[:,:,:-1],k[:,:,1:]),harmonic(k[:,:-1,:],k[:,1:,:])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,41,67,conduction_and_diagonal,1,"kx,ky = harmonic(k[:,:,:-1],k[:,:,1:]),harmonic(k[:,:-1,:],k[:,1:,:])",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,47,32,conduction_and_diagonal,2,"diagonal=(torch.cat((kx,zc),2)+torch.cat((zc,kx),2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,47,53,conduction_and_diagonal,2,"diagonal=(torch.cat((kx,zc),2)+torch.cat((zc,kx),2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,105,80,sound,1,return torch.sqrt(self.B_tait*self.N/self.rho0*(rho/self.rho0)**(self.N-1)),원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,116,22,sensible,0.5,h=H[i]+v[i]*d+.5*m[i]*d*d,원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,117,40,sensible,0,"h=torch.where(T<=g[0],v[0]*(T-g[0]),h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,118,28,sensible,1,"h=torch.where(T>=g[-1],H[-1]+v[-1]*(T-g[-1]),h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,118,34,sensible,1,"h=torch.where(T>=g[-1],H[-1]+v[-1]*(T-g[-1]),h)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,125,30,temperature,0,"y=torch.clamp(h,min=H[0],max=H[-1])-H[i]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,126,42,temperature,2,"root=torch.sqrt(torch.clamp(v[i]**2+2*m[i]*y,min=0.))",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,128,36,temperature,0,"T=torch.where(h<=0,g[0]+h/v[0],T)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,129,33,temperature,1,"return torch.where(h>=H[-1],g[-1]+(h-H[-1])/v[-1],T)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,129,39,temperature,1,"return torch.where(h>=H[-1],g[-1]+(h-H[-1])/v[-1],T)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,133,33,primitive,2,"e=P[...,3]-.5*(P[...,1]**2+P[...,2]**2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,133,45,primitive,2,"e=P[...,3]-.5*(P[...,1]**2+P[...,2]**2)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,145,73,valid,1,"&(P[...,4:6]>=-1e-12).all(-1)&(P[...,4:6]<=1+1e-12).all(-1)",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,149,29,progress,0,"return (self.weights[0]*U[...,4]+self.weights[1]*U[...,5])/U[...,0]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
python/ecsp_reactive/condensed/tensor_math.py,149,54,progress,1,"return (self.weights[0]*U[...,4]+self.weights[1]*U[...,5])/U[...,0]",원시 수치 리터럴; nominal 물성으로 자동 분류하지 않음
