group,key,value,units,classification,declared_source,source,qualification
BC 열물성은 bcGlobal.thermal 사용; 일부 공통 기준,thermal.emissivity,0.85,1,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:457,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 열물성은 bcGlobal.thermal 사용; 일부 공통 기준,thermal.stefanBoltzmann_W_per_m2K4,5.670374419e-08,키/정의 참조,상수/화학종·반응 정의(반응 정의는 별도 검증 필요),,config/default_lp_pva.yaml:458,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 열물성은 bcGlobal.thermal 사용; 일부 공통 기준,thermal.minimumTemperature_K,250.0,K,수치 설정/제한,,config/default_lp_pva.yaml:459,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 열물성은 bcGlobal.thermal 사용; 일부 공통 기준,thermal.maximumTemperature_K,2500.0,K,수치 설정/제한,,config/default_lp_pva.yaml:460,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
기존 경로 전용; BC에서 미사용,gas.diffusivity_m2_per_s,3e-06,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:462,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
기존 경로 전용; BC에서 미사용,gas.lossRate_per_s,1.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:463,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
기존 경로 전용; BC에서 미사용,gas.maximumConcentration_mol_per_m3,5000.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:464,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.gridSize,193,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:466,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.timeStep_s,0.00025,s,수치 설정/제한,,config/default_lp_pva.yaml:467,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.endTime_s,2.0,s,운영/초기/기하 조건(수분·두께 등 측정 필요),,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: config/default_lp_pva.yaml:468,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.electricalUpdateInterval_s,0.0025,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:469,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltage_V,260.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:470,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[0],50,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:472,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[1],75,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:473,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[2],100,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:474,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[3],125,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:475,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[4],150,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:476,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[5],175,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:477,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[6],200,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:478,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[7],225,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:479,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[8],250,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:480,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.voltageSweep_V[9],260,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:481,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.electricalOmega,1.7,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:482,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.electricalMaximumIterations,1500,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:483,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.electricalTolerance_V,1e-08,V,수치 설정/제한,,config/default_lp_pva.yaml:484,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.saveLevel,"""light""",키/정의 참조,기타 입력,,config/default_lp_pva.yaml:485,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[0],0.25,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:487,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[1],0.5,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:488,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[2],1.0,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:489,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[3],2.0,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:490,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[4],5.0,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:491,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.snapshotTimes_s[5],10.0,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:492,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.earlyStopAfterEstablished_s,0.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:493,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.usePaperMassTransferSaturation,false,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:322,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,coupled.useFullNernstPlanckTransport,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:321,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicsDevice,"""cpu""",키/정의 참조,기타 입력,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: config/default_lp_pva.yaml:571,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicsDtype,"""float64""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:314,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.deterministic,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:316,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.electricalBatchSize,16,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:574,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.coupledBatchSize,64,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:315,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.method,"""auto""",키/정의 참조,기타 입력,,config/default_lp_pva.yaml:577,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.methodStatic,"""pcg""",키/정의 참조,기타 입력,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: config/default_lp_pva.yaml:578,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.methodCoupled,"""pcg""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:318,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.directMaximumUnknowns,500000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:580,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.maximumIterationsStatic,3000,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:581,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.maximumIterationsCoupled,1500,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:582,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.relativeToleranceStatic,1e-10,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:583,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.relativeToleranceCoupled,1e-09,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:584,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.absoluteTolerance,1e-12,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:585,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.failOnNonConvergence,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:586,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.convergenceCheckInterval,5,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:587,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.preconditioner,"""jacobi""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:319,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.breakdownGuardFactor,16.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:589,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.residualGrowthRestartFactor,4.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:590,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.residualReplacementRelativeDrift,0.25,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:591,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.maximumKrylovRestarts,8,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:592,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.solverRoutingPolicy,"""explicit_no_silent_substitution""",키/정의 참조,기타 입력,,config/default_lp_pva.yaml:593,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.maximumLevels,6,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:595,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.minimumGridSize,7,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:596,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.preSmooth,2,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:597,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.postSmooth,2,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:598,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.coarseSmooth,24,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:599,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.jacobiOmega,0.7,키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:600,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.multigrid.scaleRestrictedResidualByGridRatioSquared,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:601,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.allowNonSPDPreconditionedPCG,false,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:602,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.symmetricEquilibration,true,키/정의 참조,모델 선택/가정,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: python/ecsp_nsga2/evaluator.py: 파생/override; resolved_bc_production_physics.json,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.potentialSolver.correctionForm,true,키/정의 참조,모델 선택/가정,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: python/ecsp_nsga2/evaluator.py: 파생/override; resolved_bc_production_physics.json,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.current_A,1e-15,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:604,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.currentDensity_A_per_m2,1e-12,kg/m³,수치 설정/제한,,config/default_lp_pva.yaml:605,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.currentDensitySlope_A_per_m2_V,1e-12,kg/m³,수치 설정/제한,,config/default_lp_pva.yaml:606,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.conductivity_S_per_m,1e-12,S/m,수치 설정/제한,,config/default_lp_pva.yaml:607,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.concentration_mol_per_m3,1e-12,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:608,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.physicalFloors.dimensionless,1e-12,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:609,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.limiterComparisonRelativeTolerance,1e-07,키/정의 참조,수치 설정/제한,,config/default_lp_pva.yaml:610,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.speciesSubcycling,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:611,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.speciesSubcyclingMode,"""fixed""",키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:612,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.speciesFixedSubsteps,2,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:613,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.speciesMaximumSubsteps,32,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:614,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.speciesRelativeChangeTarget,0.01,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:615,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.recomputeTransportEachSpeciesSubstep,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:616,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.enabled,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:618,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.retryFailedOnResume,false,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:619,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.singleCandidateRetryEligible,false,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:620,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.includeTraceback,false,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:621,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.maximumFailureFraction,0.2,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:622,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.minimumAttemptsBeforeFailureFractionGuard,20,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:623,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.failureIsolation.failureFractionAction,"""raise""",키 정의 확인(주로 무차원),기타 입력,,config/default_lp_pva.yaml:624,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.progressEnabled,false,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:625,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
공통 수치 제어,numerics.progressIntervalSteps,400,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:626,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.criterion,"""first_local_decomposition_onset_temperature""",키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:727,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.decompositionOnsetTemperature_K,523.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: config/default_lp_pva.yaml:728,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.source,"""Gnanaprakash_Yang_Yoh_non_metallized_M0_reported_decomposition_onset_349_degC""",키/정의 참조,출처/의미/상태 메타데이터,,config/default_lp_pva.yaml:729,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.interpretation,"""condensed_phase_onset_not_gas_flame""",키/정의 참조,출처/의미/상태 메타데이터,,config/default_lp_pva.yaml:730,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.minimumChemicalProgressNumericalGuard,0.01,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,python/ecsp_nsga2/evaluator.py (override/derived); resolved_bc_production_physics.json; upstream: config/default_lp_pva.yaml:731,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.minimumChemicalRateNumericalGuard_per_s,0.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/default_lp_pva.yaml:732,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedIgnition.sensitivityStudyRequiredForPublication,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:733,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedPhaseMetrics.evaluationTime_s,2.0,s,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/default_lp_pva.yaml:735,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedPhaseMetrics.undecomposedMetric,"""area_average_of_one_minus_chemicalProgress""",키/정의 참조,기타 입력,,config/default_lp_pva.yaml:736,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedPhaseMetrics.undecomposedMetricFormula,"""A_p^-1 integral_Omega_p (1-alpha) dA""",키/정의 참조,기타 입력,,config/default_lp_pva.yaml:737,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 일부 override/기존 공통 운영 입력,condensedPhaseMetrics.thresholdFree,true,키/정의 참조,모델 선택/가정,,config/default_lp_pva.yaml:738,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.timeStep_s,0.00025,s,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:111,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.endTime_s,2.0,s,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:112,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.evaluationTime_s,2.0,s,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:113,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.electricalUpdateInterval_s,0.0025,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:114,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.handoffSnapshotInterval_s,0.02,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:115,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.continuedElectricalHeatingAfterOnset,false,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:116,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.cation_diffusivity.mode,"""reference_arrhenius""",m²/s,모델 선택/가정,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:119,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.cation_diffusivity.reference_value,2e-13,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:120,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.cation_diffusivity.reference_temperature_K,298.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:121,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.cation_diffusivity.activation_energy_J_per_mol,22000.0,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:122,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.cation_diffusivity.provenance,"""literature_nominal_pending_EIS_transference_or_PFG_NMR""",m²/s,출처/의미/상태 메타데이터,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:123,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.anion_diffusivity.mode,"""reference_arrhenius""",m²/s,모델 선택/가정,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:125,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.anion_diffusivity.reference_value,1.5e-13,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:126,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.anion_diffusivity.reference_temperature_K,298.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:127,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.anion_diffusivity.activation_energy_J_per_mol,25000.0,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:128,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.anion_diffusivity.provenance,"""literature_nominal_pending_EIS_transference_or_PFG_NMR""",m²/s,출처/의미/상태 메타데이터,provenance: literature_nominal_pending_EIS_transference_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:129,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.water_diffusivity.mode,"""reference_arrhenius""",m²/s,모델 선택/가정,provenance: literature_nominal_pending_DVS_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:131,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
BC 활성,bcGlobal.transport.water_diffusivity.reference_value,2e-10,m²/s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,provenance: literature_nominal_pending_DVS_or_PFG_NMR,config/nsga2_bc_reactive_a100_cpu8.yaml:132,A100/CPU8 production profile resolved on CPU for inspection; no material calibration
